rank,intersection_id,street_names,neighbourhood,road_hierarchy_score,transit_score,pedestrian_proxy_score,parking_access_score,intersection_prominence_score,public_space_composite,components_available,composite_rank,safety_score,collision_count,collision_data_available,nearest_traffic_volume,traffic_volume_available,metric,value,source,methodology_note
17,CNV-INT-0301,E KEITH RD / LONSDALE AVE / W KEITH RD,Lower Lonsdale,87.48,78.81,84.22,69.82,86.02,81.27,5,17.0,9.92,41.0,True,,False,public_space_composite,81.27,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
18,CNV-INT-0206,E 18TH ST / LONSDALE AVE / W 18TH ST,Central Lonsdale,87.48,77.27,83.9,70.61,86.02,81.06,5,18.0,8.59,46.0,True,,False,public_space_composite,81.06,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
19,CNV-INT-0282,E 5TH ST / LONSDALE AVE / W 5TH ST,Lower Lonsdale,87.48,86.08,84.44,70.28,76.02,80.86,5,19.0,26.91,15.0,True,,False,public_space_composite,80.86,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
20,CNV-INT-0212,E 20TH ST / LONSDALE AVE / W 20TH ST,Central Lonsdale,87.48,77.27,79.38,72.27,86.02,80.48,5,20.0,4.58,65.0,True,,False,public_space_composite,80.48,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
21,CNV-INT-0283,E 6TH ST / LONSDALE AVE / W 6TH ST,Lower Lonsdale,87.48,85.67,84.15,67.13,76.02,80.09,5,21.0,31.3,12.0,True,,False,public_space_composite,80.09,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
22,CNV-INT-0386,CHESTERFIELD AVE / W 15TH ST,Central Lonsdale,68.69,90.41,89.84,81.85,66.34,79.43,5,22.0,23.47,18.0,True,,False,public_space_composite,79.43,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
23,CNV-INT-0190,E 15TH ST / ST. GEORGES AVE,Central Lonsdale,68.69,87.58,82.76,88.62,66.34,78.8,5,23.0,12.6,30.0,True,,False,public_space_composite,78.8,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
24,CNV-INT-0302,E KEITH RD / LONSDALE AVE / W KEITH RD,Lower Lonsdale,87.48,68.35,83.4,68.58,86.02,78.77,5,24.0,,,False,,False,public_space_composite,78.77,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
25,CNV-INT-0271,ROGERS AVE / W ESPLANADE,Lower Lonsdale,87.48,99.95,87.06,60.62,57.83,78.59,5,25.0,38.55,8.0,True,,False,public_space_composite,78.59,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
26,CNV-INT-0187,E 13TH ST / ST. GEORGES AVE,Central Lonsdale,87.48,68.83,81.19,86.29,66.34,78.03,5,26.0,9.35,42.0,True,,False,public_space_composite,78.03,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
27,CNV-INT-0222,E 23RD ST / LONSDALE AVE / W 23RD ST,Central Lonsdale,87.48,66.63,74.51,73.89,75.96,75.69,5,27.0,1.53,96.0,True,,False,public_space_composite,75.69,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
28,CNV-INT-0279,CHESTERFIELD AVE / W 1ST ST,Lower Lonsdale,52.09,94.77,93.06,72.2,66.34,75.69,5,27.0,12.6,30.0,True,,False,public_space_composite,75.69,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
29,CNV-INT-0388,CHESTERFIELD AVE / W 16TH ST,Central Lonsdale,52.09,89.5,88.4,80.67,66.34,75.4,5,29.0,17.37,24.0,True,,False,public_space_composite,75.4,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
30,CNV-INT-0192,E 15TH ST / EASTERN AVE,Central Lonsdale,68.69,96.02,86.17,85.47,37.77,74.82,5,30.0,28.44,14.0,True,,False,public_space_composite,74.82,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
31,CNV-INT-0191,E 15TH ST / ST. ANDREWS AVE,Central Lonsdale,68.69,86.51,71.59,79.9,66.34,74.61,5,31.0,28.44,14.0,True,,False,public_space_composite,74.61,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
32,CNV-INT-0380,CHESTERFIELD AVE / W 14TH ST,Central Lonsdale,52.09,82.11,87.82,84.59,66.34,74.59,5,32.0,31.3,12.0,True,,False,public_space_composite,74.59,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
33,CNV-INT-0226,E UPPER LEVELS HWY / LONSDALE AVE / UPPER LEVELS RAMP,Central Lonsdale,87.48,65.83,70.87,72.72,75.96,74.57,5,33.0,,,False,,False,public_space_composite,74.57,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
34,CNV-INT-0346,BEWICKE AVE / MARINE DR / W 3RD ST / W KEITH RD,Marine-Hamilton,87.48,92.92,60.81,42.82,86.18,74.04,5,34.0,,,False,1084.0,True,public_space_composite,74.04,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
35,CNV-INT-0379,MAHON AVE / W 13TH ST,Central Lonsdale,87.48,69.14,71.67,83.59,57.83,73.94,5,35.0,,,False,,False,public_space_composite,73.94,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
36,CNV-INT-0287,CHESTERFIELD AVE / W 2ND ST,Lower Lonsdale,52.09,81.96,91.44,75.98,66.34,73.56,5,36.0,22.14,19.0,True,,False,public_space_composite,73.56,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
37,CNV-INT-0366,JONES AVE / W KEITH RD,Lower Lonsdale,87.48,78.31,70.61,64.55,66.34,73.46,5,37.0,10.31,38.0,True,,False,public_space_composite,73.46,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
38,CNV-INT-0423,HAMILTON AVE / MARINE DR / W 16TH ST,Marine-Hamilton,87.48,91.92,71.7,29.03,86.02,73.23,5,38.0,0.38,126.0,True,,False,public_space_composite,73.23,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
39,CNV-INT-0290,CHESTERFIELD AVE / W 3RD ST,Lower Lonsdale,52.09,80.32,88.93,78.26,66.34,73.19,5,39.0,4.2,67.0,True,,False,public_space_composite,73.19,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
40,CNV-INT-0276,CARRIE CATES CRT / CHESTERFIELD AVE / CHESTERFIELD PL,Lower Lonsdale,68.69,98.81,84.36,64.16,47.39,72.68,5,40.0,,,False,,False,public_space_composite,72.68,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
41,CNV-INT-0360,FELL AVE / MARINE DR,Marine-Hamilton,87.48,93.71,72.44,42.92,66.34,72.58,5,41.0,0.0,189.0,True,613.0,True,public_space_composite,72.58,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
42,CNV-INT-0390,CHESTERFIELD AVE / W 17TH ST,Central Lonsdale,68.69,73.37,81.7,82.17,56.34,72.45,5,42.0,25.0,17.0,True,,False,public_space_composite,72.45,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
43,CNV-INT-0228,LONSDALE AVE / UPPER LEVELS HWY,Central Lonsdale,99.4,65.83,70.75,59.87,66.34,72.44,5,43.0,,,False,,False,public_space_composite,72.44,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
44,CNV-INT-0407,LONSDALE AVE / W 22ND ST,Central Lonsdale,87.48,77.27,76.66,72.77,47.83,72.4,5,44.0,28.44,14.0,True,,False,public_space_composite,72.4,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
45,CNV-INT-0189,E 14TH ST / ST. GEORGES AVE,Central Lonsdale,52.09,88.17,83.51,90.01,47.77,72.31,5,45.0,,,False,,False,public_space_composite,72.31,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
46,CNV-INT-0278,SEMISCH AVE / W ESPLANADE,Lower Lonsdale,87.48,75.19,78.28,62.54,57.83,72.26,5,46.0,35.11,10.0,True,,False,public_space_composite,72.26,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
47,CNV-INT-0349,FELL AVE / W 3RD ST,Marine-Hamilton,87.48,90.66,67.04,49.11,66.34,72.13,5,47.0,20.99,20.0,True,602.0,True,public_space_composite,72.13,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
48,CNV-INT-0267,LONSDALE AVE / VICTORY SHIP WAY,Lower Lonsdale,68.69,98.66,84.02,57.2,47.83,71.28,5,48.0,29.96,13.0,True,,False,public_space_composite,71.28,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
49,CNV-INT-0391,MAHON AVE / W 15TH ST,Central Lonsdale,68.69,78.56,65.96,86.35,56.34,71.18,5,49.0,46.37,6.0,True,,False,public_space_composite,71.18,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
50,CNV-INT-0274,CARRIE CATES CRT / ROGERS AVE,Lower Lonsdale,68.69,98.65,81.04,59.43,47.77,71.12,5,50.0,88.93,1.0,True,,False,public_space_composite,71.12,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
51,CNV-INT-0269,CARRIE CATES CRT / MUSEUM MUSE,Lower Lonsdale,68.69,98.09,82.6,58.3,47.77,71.09,5,51.0,,,False,,False,public_space_composite,71.09,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
52,CNV-INT-0201,E 17TH ST / EASTERN AVE,Central Lonsdale,68.69,86.97,84.54,73.84,37.77,70.36,5,52.0,50.38,5.0,True,,False,public_space_composite,70.36,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
53,CNV-INT-0296,FORBES AVE / W 1ST ST,Squamish Nation (Mission IR 1),87.48,75.94,72.92,56.07,56.48,69.78,5,53.0,,,False,,False,public_space_composite,69.78,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
54,CNV-INT-0202,E 17TH ST / ST. GEORGES AVE,Central Lonsdale,68.69,65.81,79.26,76.87,56.34,69.39,5,54.0,16.03,26.0,True,,False,public_space_composite,69.39,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
55,CNV-INT-0345,W 2ND ST / W 3RD ST / W 6TH ST,Squamish Nation (Mission IR 1),87.48,84.69,46.35,52.4,75.96,69.38,5,55.0,,,False,552.0,True,public_space_composite,69.38,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
56,CNV-INT-0367,JONES AVE / W 14TH ST,Mahon,68.69,86.34,70.68,64.02,56.34,69.21,5,56.0,88.93,1.0,True,,False,public_space_composite,69.21,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
57,CNV-INT-0292,CHESTERFIELD AVE / W 4TH ST,Lower Lonsdale,52.09,71.38,82.24,73.7,66.34,69.15,5,57.0,41.98,7.0,True,,False,public_space_composite,69.15,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
58,CNV-INT-0299,MAHON AVE / W 3RD ST,Lower Lonsdale,52.09,80.09,80.48,65.79,66.34,68.96,5,58.0,22.14,19.0,True,,False,public_space_composite,68.96,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
59,CNV-INT-0250,E 25TH ST / LONSDALE AVE / W 25TH ST,Central Lonsdale,87.48,53.87,67.97,58.84,75.96,68.82,5,59.0,,,False,,False,public_space_composite,68.82,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
60,CNV-INT-0342,BEWICKE AVE / W 2ND ST,Marine-Hamilton,87.48,88.26,52.8,47.0,66.34,68.38,5,60.0,14.31,28.0,True,956.0,True,public_space_composite,68.38,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
61,CNV-INT-0268,CARRIE CATES CRT / LONSDALE AVE,Lower Lonsdale,68.69,99.56,79.47,56.06,37.21,68.2,5,61.0,56.3,4.0,True,,False,public_space_composite,68.2,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
62,CNV-INT-0363,HANES AVE / MARINE DR,Marine-Hamilton,87.48,88.61,75.49,29.03,57.83,67.69,5,62.0,,,False,806.0,True,public_space_composite,67.69,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
63,CNV-INT-0261,E 3RD ST / ST. GEORGES AVE,Lower Lonsdale,52.09,61.76,83.8,73.78,66.34,67.55,5,63.0,11.07,34.0,True,,False,public_space_composite,67.55,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
64,CNV-INT-0425,FELL AVE / W 16TH ST,Marine-Hamilton,87.48,76.65,71.4,35.75,66.34,67.52,5,64.0,6.87,54.0,True,613.0,True,public_space_composite,67.52,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
65,CNV-INT-0384,CIVIC PLACE MEWS / W 14TH ST,Central Lonsdale,22.07,97.83,91.61,88.04,37.77,67.46,5,65.0,,,False,,False,public_space_composite,67.46,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
66,CNV-INT-0321,FORBES AVE / W 1ST ST,Squamish Nation (Mission IR 1),87.48,66.92,71.92,51.92,57.83,67.21,5,66.0,,,False,,False,public_space_composite,67.21,Derived; see DATA_SOURCES.md for each contributing layer,"Unweighted mean of full-coverage 0-100 percentile-rank components. Neutral public-space measure containing no political variable. safety_score and nearest_traffic_volume are reported as separate columns, NOT folded into the composite, because their coverage is partial."
